ENTERPRISE_RISK_ID,ENCODED_TERMS,TITLE,SUMMARY,KEYWORDS,PUBLISHED_DATE,LINK,SOURCE,SOURCE_URL,SENTIMENT,POLARITY,LAST_RUN_TIMESTAMP
7,,Fake news campaign falsely claims Olena Zelenska tried to flee Ukraine - Euronews.com,,"['ukraine', 'falsely', 'disinformation', 'attempted', 'operation', 'russian', 'claims', 'olena', 'outlets', 'flee', 'account', 'fake', 'bbc', 'x', 'video', 'zelenska']",4/11/2025,https://www.euronews.com/my-europe/2025/04/11/disinformation-operation-falsely-claims-olena-zelenska-attempted-to-flee-ukraine,euronews.com,https://www.euronews.com,neutral,0,4/11/2025 14:28
7,,"YouTube wants “No Fakes,” so it’s endorsing a Congressional bill that addresses AI concerns - Tubefilter",,"['addresses', 'creators', 'youtube', 'including', 'endorsing', 'system', 'congressional', 'concerns', 'fakes', 'bill', 'act', 'likeness', 'ai', 'wants', 'support', 'tools']",4/10/2025,https://www.tubefilter.com/2025/04/10/youtube-generative-ai-deepfakes-no-fakes-act/,tubefilter,https://www.tubefilter.com,neutral,0,4/11/2025 14:28
7,,Controversial streamer Johnny Somali faces new allegations of allegedly making AI Deepfakes - Soap Central,,"['court', 'south', 'somali', 'controversial', 'streamer', 'charges', '2024', 'content', 'johnny', 'making', 'allegations', 'faces', 'antics', 'video', 'ai', 'deepfakes', 'allegedly']",4/10/2025,https://www.soapcentral.com/pop-culture/controversial-streamer-johnny-somali-faces-new-allegations-allegedly-making-ai-deepfakes,soap central,https://www.soapcentral.com,neutral,0,4/11/2025 14:28
7,,"BMAC Stands Up for Artists’ Rights, Backs NO FAKES Act to Protect Voices in the AI Era - The Source Magazine",,"['voice', 'music', 'rights', 'creators', 'backs', 'stands', 'artists', 'protect', 'tillis', 'voices', 'act', 'era', 'songwriters', 'ai', 'fakes', 'senators', 'tech', 'bmac']",4/10/2025,https://thesource.com/2025/04/10/bmac-stands-up-for-artists-rights-backs-no-fakes-act-to-protect-voices-in-the-ai-era/,the source magazine,https://thesource.com,neutral,0,4/11/2025 14:28
7,,"EU To Commit Funding To Tackle Online Gender Based Violence And ""Deepfakes"" - SPIN1038",,"['funding', 'based', 'eu', 'genderbased', 'equality', 'tackle', 'rise', 'commit', 'walsh', 'gender', 'online', 'mep', 'deepfakes', 'proposal', 'violence']",4/10/2025,https://www.spin1038.com/news/eu-to-commit-funding-to-tackle-online-gender-based-violence-and-deepfakes-2153614,spin1038,https://www.spin1038.com,neutral,0,4/11/2025 14:28
7,,Shruthi Narayanan Reacts to Deepfake Video Scandal - Jobaaj Stories,,"['scandal', 'appearance', 'digital', 'deepfake', 'narayanan', 'public', 'reacts', 'laws', 'fake', 'shruthi', 'online', 'video', 'deepfakes']",4/10/2025,https://stories.jobaaj.com/news-updates/tech/shruthi-narayanan-reacts-to-deepfake-video-scandal,jobaaj stories,https://stories.jobaaj.com,neutral,0,4/11/2025 14:28
7,,Rise of AI and deepfakes in lead-up to GE2025 - CNA,,"['seen', 'aigenerated', 'singapore', 'ge2025', 'content', 'videos', 'leadup', 'soon', 'rise', 'media', 'elections', 'online', 'ai', 'deepfakes', 'election']",4/10/2025,https://www.channelnewsasia.com/interactive/ge2025-deepfake/,cna,https://www.channelnewsasia.com,neutral,0,4/11/2025 14:28
7,,"Interview - Brian Martin, Director of Product Management at Integrity360, on why employees must be trained in the dangers of deepfakes - Sync NI",,"['ni', 'security', 'product', 'deepfakes', 'technology', 'employees', 'cyber', 'proactive', 'attack', 'brian', 'management', 'trained', 'director', 'martin', 'dangers', 'reactive', 'integrity360', 'need', 'sync']",4/10/2025,https://syncni.com/interview/13307/brian-martin-director-of-product-management-at-integrity360-on-why-employees-must-be-trained-in-the-dangers-of-deepfakes,sync ni,https://syncni.com,neutral,0,4/11/2025 14:28
7,,Carney vows to make non-consensual sexual deepfakes a crime - CP24,,"['carey', 'criminal', 'watchliberal', 'vows', 'sexual', 'production', 'nonconsensual', 'mark', 'offence', 'crime', 'deepfakes', 'leader', 'carney']",4/10/2025,https://www.cp24.com/video/2025/04/10/carney-vows-to-make-non-consensual-sexual-deepfakes-a-crime/,cp24,https://www.cp24.com,neutral,0,4/11/2025 14:28
7,,AI-generated content needs blockchain before trust in digital media collapses - TradingView,,"['digital', 'trust', 'aigenerated', 'needs', 'content', 'decentralized', 'verification', 'ownership', 'collapses', 'blockchain', 'ai', 'media']",4/10/2025,https://www.tradingview.com/news/cointelegraph:f2cd43b1c094b:0-ai-generated-content-needs-blockchain-before-trust-in-digital-media-collapses/,tradingview,https://www.tradingview.com,neutral,0,4/11/2025 14:28
7,,KASU News: Lawmakers target AI deepfakes in Arkansas legislation - kasu.org,,"['medicaid', 'state', 'library', 'target', 'bill', 'sportsplex', 'reject', 'postpartum', 'lawmakers', 'ai', 'deepfakes', 'legislation', 'arkansas', 'kasu', 'mike']",4/10/2025,https://www.kasu.org/2025-04-10/kasu-news-lawmakers-target-ai-deepfakes-in-arkansas-legislation,kasu.org,https://www.kasu.org,neutral,0,4/11/2025 14:28
7,,Roblox Supports Key Legislation Against Deepfake Content - gameranx.com,,"['technology', 'try', 'things', 'deepfake', 'supports', 'game', 'content', 'key', 'videos', 'tape', 'roblox', 'theyre', 'video', 'legislation', 'support']",4/10/2025,https://gameranx.com/updates/id/534862/article/roblox-supports-key-legislation-against-deepfake-content/,gameranx.com,https://gameranx.com,neutral,0,4/11/2025 14:28
7,,US No Fakes Act returns to tackle AI deepfakes in music - RouteNote,,"['music', 'youtube', 'major', 'tackle', 'world', 'used', 'bill', 'act', 'ai', 'fakes', 'deepfakes', 'returns', 'support']",4/10/2025,https://routenote.com/blog/us-no-fakes-act-returns/,routenote,https://routenote.com,neutral,0,4/11/2025 14:28
7,,"US senators reintroduce bipartisan bill to increase transparency, combat AI deepfakes - MLex",,"['journalists', 'deepfakes', 'increase', 'including', 'cantwell', 'bipartisan', 'mlex', 'content', 'copied', 'bill', 'reintroduce', 'analysis', 'combat', 'act', 'ai', 'transparency', 'senators', 'files']",4/10/2025,https://www.mlex.com/mlex/artificial-intelligence/articles/2324054/us-senators-reintroduce-bipartisan-bill-to-increase-transparency-combat-ai-deepfakes,mlex,https://www.mlex.com,neutral,0,4/11/2025 14:28
7,,SAG-AFTRA receives bipartisan congressional support for anti-deepfake and AI act - Game Developer,,"['voice', 'digital', 'receives', 'union', 'hope', 'bipartisan', 'congressional', 'studios', 'sagaftra', 'fakes', 'act', 'bill', 'ai', 'support', 'antideepfake']",4/10/2025,https://www.gamedeveloper.com/business/sag-aftra-receives-congress-bipartisan-support-for-anti-deepfake-and-ai-act,game developer,https://www.gamedeveloper.com,neutral,0,4/11/2025 14:28
7,,Jacksonville lawmaker pushes bill aiming to protect victims from deepfakes after former mayor’s daughter targeted - News4JAX,,"['deepfakes', 'targeted', 'daughter', 'online', 'nude', 'bill', 'deepfake', 'control', 'victims', 'fake', 'protect', 'lawmaker', 'jacksonville', 'pushes', 'curry', 'brooke', 'image', 'fully', 'mayors']",4/10/2025,https://www.news4jax.com/news/politics/2025/04/10/jacksonville-lawmaker-pushes-bill-aiming-to-protect-victims-from-deepfakes-after-former-mayors-daughter-targeted/,news4jax,https://www.news4jax.com,neutral,0,4/10/2025 14:31
7,,AI deepfakes fuel rise of fake crypto brokers in Brazil - Traders Union,,[],4/10/2025,https://tradersunion.com/news/cryptocurrency-news/show/206680-ai-deepfakes-fake-crypto-brokers-brazil/,traders union,https://tradersunion.com,neutral,0,4/11/2025 14:28
7,,Trump and Kennedy Spouting Dangerous Autism Misinformation - Autistic Self Advocacy Network,,[],4/10/2025,https://autisticadvocacy.org/2025/04/trump-and-kennedy-spouting-dangerous-autism-misinformation/?utm_source=rss&utm_medium=rss&utm_campaign=trump-and-kennedy-spouting-dangerous-autism-misinformation,autistic self advocacy network,https://autisticadvocacy.org,neutral,0,4/11/2025 14:28
7,,‘Rampant Disinformation’: Union Rips Trump’s Layoffs - NewsBreak: Local News & Alerts,,"['workforce', 'union', 'disinformation', 'department', 'employees', 'student', 'agency', 'added', 'loan', 'work', 'rampant', 'trump', 'education', 'rips', 'trumps', 'layoffs']",4/10/2025,https://www.newsbreak.com/miami-herald-1592483/3957419980597-rampant-disinformation-union-rips-trump-s-layoffs,newsbreak: local news & alerts,https://www.newsbreak.com,neutral,0,4/11/2025 14:28
7,,Making money out of a disaster: Fake news in Myanmar quake - The Straits Times,,"['social', 'rio', 'information', 'money', 'quake', 'myanmar', 'videos', 'posts', 'making', 'fake', 'media', 'false', 'disaster']",4/10/2025,https://www.straitstimes.com/business/invest/being-slow-and-boring-can-ease-the-pain-from-stock-market-turmoil,the straits times,https://www.straitstimes.com,neutral,0,4/11/2025 14:28
7,,"In era of ‘grey zone,’ cyber attacks tools to achieve politico-military aims: Rajnath - Kashmir Reader",,"['rajnath', 'achieve', 'cyber', 'zone', 'war', 'grey', 'trends', 'terrorism', 'rewritten', 'politicomilitary', 'attacks', 'era', 'warfare', 'defence', 'traditional', 'aims', 'tools']",4/10/2025,https://kashmirreader.com/2025/04/11/in-era-of-grey-zone-cyber-attacks-tools-to-achieve-politico-military-aims-rajnath-2/,kashmir reader,https://kashmirreader.com,neutral,0,4/11/2025 14:28
7,,"Saskatchewan premier says MLA terrorist remark wrong and 'very, very inappropriate' - Yahoo News Canada",,"['ndp', 'canadian', 'saskatchewan', 'remark', 'mla', 'jagmeet', 'hilbert', 'sikh', 'terrorist', 'federal', 'hilberts', 'premier', 'singh', 'inappropriate', 'wrong']",4/10/2025,https://ca.news.yahoo.com/saskatchewan-premier-says-mla-terrorist-173412893.html,yahoo news canada,https://ca.news.yahoo.com,neutral,0,4/11/2025 14:28
7,,Study reveals widespread climate disinformation in French TV and radio - Euronews.com,,[],4/10/2025,https://www.euronews.com/green/2025/04/10/climate-disinformation-french-mainstream-media,euronews.com,https://www.euronews.com,neutral,0,4/11/2025 14:28
7,,"Superhot VR Creators New Game, Harpagun, is Now Available - MP1st",,"['creators', 'enemies', 'stuff', 'game', 'harpagun', 'enemy', 'planet', 'players', 'combat', 'animated', 'available', 'vr', 'superhot']",4/10/2025,https://mp1st.com/news/superhot-vr-creators-new-game-harpagun-is-now-available,mp1st,https://mp1st.com,neutral,0,4/11/2025 14:28
7,,"Sissal from Denmark: ""We've changed everything for Basel"" - Eurovisionworld",,"['music', 'weve', 'song', 'hallucination', 'remember', 'say', 'changed', 'basel', 'eurovision', 'sissal', 'lot', 'danish', 'denmark']",4/10/2025,https://eurovisionworld.com/esc/sissal-from-denmark-weve-changed-everything-for-basel,eurovisionworld,https://eurovisionworld.com,neutral,0,4/11/2025 14:28
7,,Smoking and Schizophrenia: What Is the Link? - Healthline,,"['risk', 'schizophrenia', 'severe', 'understand', 'smoke', 'link', 'start', 'unclear', 'smoking', 'trying', 'symptoms']",4/10/2025,https://www.healthline.com/health/smoking-and-schizophrenia,healthline,https://www.healthline.com,neutral,0,4/11/2025 14:28
7,,Epilepsy and schizophrenia: Is there a link? - Medical News Today,,"['youre', 'schizophrenia', 'free', 'crisis', 'confidential', 'help', 'link', 'stay', 'epilepsy', '988', 'text', 'support', 'arrives']",4/10/2025,https://www.medicalnewstoday.com/articles/epilepsy-and-schizophrenia,medical news today,https://www.medicalnewstoday.com,neutral,0,4/11/2025 14:28
7,,"Karmelo Anthony: Texas Cops Slam Social Media ‘Misinformation,’ Fundraiser Raises Over $300K, Bond Hearing Set - NewsBreak: Local News & Alerts",,"['fundraiser', 'raises', 'social', 'texas', 'hearing', 'stabbing', 'chief', 'set', 'slam', 'misinformation', 'karmelo', 'metcalf', 'official', 'words', 'media', 'anthony', 'im']",4/10/2025,https://www.newsbreak.com/bossip-525094/3957246416792-karmelo-anthony-texas-cops-slam-social-media-misinformation-fundraiser-raises-over-300k-bond-hearing-set,newsbreak: local news & alerts,https://www.newsbreak.com,neutral,0,4/11/2025 14:28
7,,Stephen Graham hits back at concerning 'race-swap' misinformation shared by Elon Musk about Netflix’s Adolescence - LADbible,,"['hits', 'southport', 'version', 'elon', 'misinformation', 'young', 'netflixs', 'graham', 'stephen', 'saying', 'making', 'musk', 'hit', 'x', 'shared', 'raceswap', 'concerning']",4/10/2025,https://www.ladbible.com/entertainment/netflix/stephen-graham-elon-musk-netflix-adolescence-race-swap-680429-20250410,ladbible,https://www.ladbible.com,neutral,0,4/11/2025 14:28
7,,Panicked Labour considers U-turning AGAIN on grooming gang inquiries after furious backlash from own MPs - GB News,,"['furious', 'considers', 'uk', 'backlash', 'cooper', 'uturning', 'panicked', 'gangs', 'secretary', 'office', 'local', 'gang', 'hamas', 'defence', 'mps', 'labour', 'inquiries', 'grooming']",4/10/2025,https://www.gbnews.com/politics/politics-news-latest-labour-grooming-gangs-conservatives-reform-uk-local-elections-trump-tariffs,gb news,https://www.gbnews.com,neutral,0,4/11/2025 14:28
7,,Fact check: Making money out of Myanmar’s quake disaster - The Globe and Mail,,"['rio', 'information', 'content', 'money', 'quake', 'fact', 'myanmar', 'facebook', 'posts', 'making', 'myanmars', 'check', 'videos', 'false', 'disaster']",4/10/2025,https://www.theglobeandmail.com/world/article-fact-check-making-money-out-of-myanmars-quake-disaster/,the globe and mail,https://www.theglobeandmail.com,neutral,0,4/11/2025 14:28
7,,The Social Security Administration Has Been Changing. Here’s What to Know. - The New York Times,,[],4/10/2025,https://www.nytimes.com/2025/04/08/business/social-security-changes-trump-doge.html,the new york times,https://www.nytimes.com,neutral,0,4/11/2025 14:28
7,,Not just social media: Report claims mainstream French media is spreading climate disinformation - Yahoo News UK,,"['mainstream', 'french', 'disinformation', 'social', 'tv', 'outlets', 'claims', 'report', 'climate', 'cases', 'spreading', 'france', 'media', 'study', 'misleading']",4/10/2025,https://uk.news.yahoo.com/not-just-social-media-report-143205896.html,yahoo news uk,https://uk.news.yahoo.com,neutral,0,4/11/2025 14:28
7,,Yvette Cooper Slams 'Party Political Misinformation' Around Grooming Gang Probes - Yahoo News UK,,"['inquiry', 'week', 'survivors', 'cooper', 'secretary', 'misinformation', 'yvette', 'victims', 'party', 'local', 'gang', 'political', 'probes', 'inquiries', 'support', 'slams', 'grooming']",4/10/2025,https://uk.news.yahoo.com/yvette-cooper-slams-party-political-144234244.html,yahoo news uk,https://uk.news.yahoo.com,neutral,0,4/11/2025 14:28
